image,psnr_db,ssim,l1
000001.png,29.737437052833485,0.9037027955055237,0.017932185903191566
000002.png,31.906036563484115,0.9220177531242371,0.013834888115525246
000003.png,32.26759287080212,0.9344040751457214,0.013601855374872684
000004.png,32.735695692050044,0.9410429000854492,0.012537208385765553
000005.png,31.99960723669003,0.9527152180671692,0.014091243967413902
000006.png,31.3516904832056,0.9500356316566467,0.016427256166934967
000007.png,32.02176187039366,0.9515694379806519,0.015010563656687737
000008.png,32.188053451880606,0.9441421031951904,0.01323834527283907
000009.png,30.5821684725414,0.9213960766792297,0.015687940642237663
000010.png,31.437797330588957,0.9364754557609558,0.014101367443799973
000011.png,31.187862344236432,0.9303795099258423,0.014030307531356812
000012.png,31.833454095779633,0.934515118598938,0.011412382125854492
000013.png,32.76089768443574,0.9516444802284241,0.011051038280129433
000014.png,33.763274615591655,0.9533491730690002,0.010294107720255852
000015.png,32.5113883603416,0.9457042813301086,0.0119541697204113
000016.png,30.66977968949314,0.9279735684394836,0.014921978116035461
000017.png,32.4592103859804,0.9554466009140015,0.012760192155838013
000018.png,29.757319987083104,0.9464752674102783,0.019534172490239143
000019.png,29.427042692262514,0.939702570438385,0.01842390187084675
000020.png,29.956257150773972,0.9371477365493774,0.01829816959798336
000021.png,31.143104886719144,0.9365546107292175,0.01626245677471161
000022.png,31.10433634684099,0.9312546849250793,0.016205348074436188
000023.png,30.91141103809509,0.938231348991394,0.0144081125035882
000024.png,31.45930532837866,0.9191702604293823,0.014547393657267094
000025.png,31.234341921381315,0.9448770880699158,0.015392650850117207
000026.png,30.419803397306172,0.9535391330718994,0.015152075327932835
000027.png,29.379233895990993,0.9329766035079956,0.017842372879385948
000028.png,29.00067712887114,0.9295543432235718,0.019266830757260323
000029.png,27.828435250812685,0.9122494459152222,0.021110709756612778
000030.png,31.036074147989336,0.9285279512405396,0.015537983737885952
000031.png,31.171502065016604,0.9384024143218994,0.01476904097944498
000032.png,30.40333658435413,0.9116814732551575,0.01624208688735962
000033.png,30.652832171918135,0.9389498233795166,0.016225485131144524
000034.png,28.84190772614586,0.9238743185997009,0.01881631277501583
000035.png,31.281926378389855,0.9508489966392517,0.014949347823858261
000036.png,30.482080612625744,0.9428389668464661,0.01638416200876236
000037.png,30.52120841069324,0.9383424520492554,0.015454852022230625
000038.png,32.44199011962142,0.9514779448509216,0.012617846019566059
000039.png,30.693785496420123,0.9381623268127441,0.014330239035189152
000040.png,31.73174951639062,0.9377403259277344,0.013155223801732063
000041.png,30.386337585904446,0.9426283836364746,0.016789553686976433
000042.png,29.289186184058757,0.9234828352928162,0.021171489730477333
000043.png,30.83963224103219,0.9253337383270264,0.016838975250720978
000050.png,30.26352082418496,0.8926299810409546,0.017030971124768257
000051.png,30.524644339304103,0.8668384552001953,0.01864739879965782
000052.png,33.10537012834449,0.9386591911315918,0.013043240644037724
000053.png,30.24704008632184,0.8938735127449036,0.018210353329777718
000054.png,31.973457180210918,0.9335659146308899,0.01576872542500496
000055.png,32.66805923015129,0.9371684789657593,0.014633400365710258
000056.png,31.403824101651168,0.9352735877037048,0.017042603343725204
000057.png,28.64795154747053,0.9059205055236816,0.024700049310922623
000058.png,30.536184986368788,0.9241854548454285,0.019635189324617386
000059.png,28.74158372367173,0.8701547980308533,0.0227437112480402
000060.png,31.69627264600181,0.9351367354393005,0.017166266217827797
000062.png,29.375976321644956,0.9444391131401062,0.017831305041909218
000063.png,29.95500303240579,0.939153790473938,0.014828293584287167
000064.png,28.0294343323268,0.9127865433692932,0.018534697592258453
000065.png,32.381450921898605,0.9599334597587585,0.012760655023157597
000066.png,32.36776255431711,0.9529707431793213,0.01429868582636118
